"id","cid","invid","pid","delid","inv_date","po_date","do_date"
"698","144","275","0","0","2024-07-17 09:48:38",,"2024-07-17 09:48:38"
"699","144","275","0","0","2024-07-17 09:48:38",,"2024-07-17 09:48:38"
"700","144","275","0","0","2024-07-17 09:48:38",,"2024-07-17 09:48:38"
"701","144","275","0","0","2024-07-17 09:48:38",,"2024-07-17 09:48:38"
"702","144","275","0","0","2024-07-17 09:48:38",,"2024-07-17 09:48:38"
"703","144","275","0","0","2024-07-17 09:48:38",,"2024-07-17 09:48:38"
"704","144","275","0","0","2024-07-17 09:48:38",,"2024-07-17 09:48:38"
"705","144","275","0","0","2024-07-17 09:48:38",,"2024-07-17 09:48:38"
"706","144","275","0","0","2024-07-17 09:48:38",,"2024-07-17 09:48:38"
"707","145","276","0","0","2024-07-20 12:30:07",,"2024-07-20 12:30:07"
"708","145","276","0","0","2024-07-20 12:30:07",,"2024-07-20 12:30:07"
"709","145","277","0","0","2024-07-20 13:42:52",,"2024-07-20 13:42:52"
"710","142","278","0","0","2024-07-22 14:26:21",,"2024-07-22 14:26:21"
"711","142","278","0","0","2024-07-22 14:26:21",,"2024-07-22 14:26:21"
"712","135","279","0","0","2024-07-22 15:17:16",,"2024-07-22 15:17:16"
"713","135","279","0","0","2024-07-22 15:17:16",,"2024-07-22 15:17:16"
"714","135","279","0","0","2024-07-22 15:17:16",,"2024-07-22 15:17:16"
"715","135","279","0","0","2024-07-22 15:17:16",,"2024-07-22 15:17:16"
"716","78","280","0","0","2024-07-23 15:10:15",,"2024-07-23 15:10:15"
"717","78","280","0","0","2024-07-23 15:10:15",,"2024-07-23 15:10:15"
"718","78","280","0","0","2024-07-23 15:10:15",,"2024-07-23 15:10:15"
"719","78","280","0","0","2024-07-23 15:10:15",,"2024-07-23 15:10:15"
"720","78","280","0","0","2024-07-23 15:10:15",,"2024-07-23 15:10:15"
"721","78","280","0","0","2024-07-23 15:10:15",,"2024-07-23 15:10:15"
"722","78","280","0","0","2024-07-23 15:10:15",,"2024-07-23 15:10:15"
"723","78","280","0","0","2024-07-23 15:10:15",,"2024-07-23 15:10:15"
"724","78","280","0","0","2024-07-23 15:10:15",,"2024-07-23 15:10:15"
"725","73","281","0","0","2024-07-24 14:10:44",,"2024-07-24 14:10:44"
"726","73","281","0","0","2024-07-24 14:10:44",,"2024-07-24 14:10:44"
"727","73","281","0","0","2024-07-24 14:10:44",,"2024-07-24 14:10:44"
"728","73","281","0","0","2024-07-24 14:10:44",,"2024-07-24 14:10:44"
"729","73","281","0","0","2024-07-24 14:10:44",,"2024-07-24 14:10:44"
"730","61","282","0","0","2024-07-25 11:50:11",,"2024-07-25 11:50:11"
"731","61","282","0","0","2024-07-25 11:50:11",,"2024-07-25 11:50:11"
"732","115","283","0","0","2024-07-25 11:53:39",,"2024-07-25 11:53:39"
"733","109","284","0","0","2024-07-25 14:56:23",,"2024-07-25 14:56:23"
"734","109","284","0","0","2024-07-25 14:56:23",,"2024-07-25 14:56:23"
"735","109","284","0","0","2024-07-25 14:56:23",,"2024-07-25 14:56:23"
"736","109","284","0","0","2024-07-25 14:56:23",,"2024-07-25 14:56:23"
"737","109","284","0","0","2024-07-25 14:56:23",,"2024-07-25 14:56:23"
"738","114","285","0","0","2024-07-25 15:34:07",,"2024-07-25 15:34:07"
"739","146","286","0","0","2024-07-27 14:28:05",,"2024-07-27 14:28:05"
"740","146","286","0","0","2024-07-27 14:28:05",,"2024-07-27 14:28:05"
"741","147","287","0","0","2024-07-30 14:27:15",,"2024-07-30 14:27:15"
"742","52","288","0","0","2024-08-01 10:51:51",,"2024-08-01 10:51:51"
"743","52","289","0","0","2024-08-01 15:38:11",,"2024-08-01 15:38:11"
"744","142","290","0","0","2024-08-01 16:44:42",,"2024-08-01 16:44:42"
"745","142","290","0","0","2024-08-01 16:44:42",,"2024-08-01 16:44:42"
"746","142","290","0","0","2024-08-01 16:44:42",,"2024-08-01 16:44:42"
"747","142","290","0","0","2024-08-01 16:44:42",,"2024-08-01 16:44:42"
"748","142","290","0","0","2024-08-01 16:44:42",,"2024-08-01 16:44:42"
"749","142","290","0","0","2024-08-01 16:44:42",,"2024-08-01 16:44:42"
"750","142","290","0","0","2024-08-01 16:44:42",,"2024-08-01 16:44:42"
"751","142","290","0","0","2024-08-01 16:44:42",,"2024-08-01 16:44:42"
"752","124","291","0","0","2024-08-02 13:08:22",,"2024-08-02 13:08:22"
"753","124","291","0","0","2024-08-02 13:08:22",,"2024-08-02 13:08:22"
"754","124","291","0","0","2024-08-02 13:08:22",,"2024-08-02 13:08:22"
"755","124","291","0","0","2024-08-02 13:08:22",,"2024-08-02 13:08:22"
"756","124","291","0","0","2024-08-02 13:08:22",,"2024-08-02 13:08:22"
"757","124","291","0","0","2024-08-02 13:08:22",,"2024-08-02 13:08:22"
"758","124","291","0","0","2024-08-02 13:08:22",,"2024-08-02 13:08:22"
"759","124","292","0","0","2024-08-02 16:47:09",,"2024-08-02 16:47:09"
"760","124","292","0","0","2024-08-02 16:47:09",,"2024-08-02 16:47:09"
"761","124","292","0","0","2024-08-02 16:47:09",,"2024-08-02 16:47:09"
"762","124","292","0","0","2024-08-02 16:47:09",,"2024-08-02 16:47:09"
"763","118","293","0","0","2024-08-05 14:33:48",,"2024-08-05 14:33:48"
"764","118","293","0","0","2024-08-05 14:33:48",,"2024-08-05 14:33:48"
"765","118","293","0","0","2024-08-05 14:33:48",,"2024-08-05 14:33:48"
"766","118","293","0","0","2024-08-05 14:33:48",,"2024-08-05 14:33:48"
"767","132","294","0","0","2024-08-05 15:52:32",,"2024-08-05 15:52:32"
"768","132","294","0","0","2024-08-05 15:52:32",,"2024-08-05 15:52:32"
"769","132","294","0","0","2024-08-05 15:52:32",,"2024-08-05 15:52:32"
"770","132","294","0","0","2024-08-05 15:52:32",,"2024-08-05 15:52:32"
"771","132","294","0","0","2024-08-05 15:52:32",,"2024-08-05 15:52:32"
"772","52","295","0","0","2024-08-06 11:42:58",,"2024-08-06 11:42:58"
"773","78","296","0","0","2024-08-08 11:52:01",,"2024-08-08 11:52:01"
"774","78","296","0","0","2024-08-08 11:52:01",,"2024-08-08 11:52:01"
"775","78","296","0","0","2024-08-08 11:52:01",,"2024-08-08 11:52:01"
"776","78","296","0","0","2024-08-08 11:52:01",,"2024-08-08 11:52:01"
"777","78","296","0","0","2024-08-08 11:52:01",,"2024-08-08 11:52:01"
"778","78","296","0","0","2024-08-08 11:52:01",,"2024-08-08 11:52:01"
"779","78","296","0","0","2024-08-08 11:52:01",,"2024-08-08 11:52:01"
"780","88","297","0","0","2024-08-08 14:37:57",,"2024-08-08 14:37:57"
"781","142","298","0","0","2024-08-08 17:12:10",,"2024-08-08 17:12:10"
"782","142","298","0","0","2024-08-08 17:12:10",,"2024-08-08 17:12:10"
"783","142","298","0","0","2024-08-08 17:12:10",,"2024-08-08 17:12:10"
"784","142","298","0","0","2024-08-08 17:12:10",,"2024-08-08 17:12:10"
"785","142","298","0","0","2024-08-08 17:12:10",,"2024-08-08 17:12:10"
"786","125","299","0","0","2024-08-09 15:37:24",,"2024-08-09 15:37:24"
"787","148","300","0","0","2024-08-12 12:37:31",,"2024-08-12 12:37:31"
"788","148","300","0","0","2024-08-12 12:37:31",,"2024-08-12 12:37:31"
"789","148","300","0","0","2024-08-12 12:37:31",,"2024-08-12 12:37:31"
"790","148","300","0","0","2024-08-12 12:37:31",,"2024-08-12 12:37:31"
"791","148","300","0","0","2024-08-12 12:37:31",,"2024-08-12 12:37:31"
"792","148","300","0","0","2024-08-12 12:37:31",,"2024-08-12 12:37:31"
"793","148","300","0","0","2024-08-12 12:37:31",,"2024-08-12 12:37:31"
"794","148","300","0","0","2024-08-12 12:37:31",,"2024-08-12 12:37:31"
"795","148","300","0","0","2024-08-12 12:37:31",,"2024-08-12 12:37:31"
"796","144","301","0","0","2024-08-13 12:31:07",,"2024-08-13 12:31:07"
"797","144","301","0","0","2024-08-13 12:31:07",,"2024-08-13 12:31:07"
"798","144","302","0","0","2024-08-13 12:39:32",,"2024-08-13 12:39:32"
"799","144","302","0","0","2024-08-13 12:39:32",,"2024-08-13 12:39:32"
"800","144","302","0","0","2024-08-13 12:39:32",,"2024-08-13 12:39:32"
"801","142","303","0","0","2024-08-16 11:33:52",,"2024-08-16 11:33:52"
"802","142","303","0","0","2024-08-16 11:33:52",,"2024-08-16 11:33:52"
"803","114","304","0","0","2024-08-19 12:26:20",,"2024-08-19 12:26:20"
"804","114","304","0","0","2024-08-19 12:26:20",,"2024-08-19 12:26:20"
"805","114","304","0","0","2024-08-19 12:26:20",,"2024-08-19 12:26:20"
"806","114","304","0","0","2024-08-19 12:26:20",,"2024-08-19 12:26:20"
"807","132","305","0","0","2024-08-19 13:12:21",,"2024-08-19 13:12:21"
"808","132","305","0","0","2024-08-19 13:12:21",,"2024-08-19 13:12:21"
"809","132","305","0","0","2024-08-19 13:12:21",,"2024-08-19 13:12:21"
"810","132","305","0","0","2024-08-19 13:12:21",,"2024-08-19 13:12:21"
"811","69","306","0","0","2024-08-19 16:11:18",,"2024-08-19 16:11:18"
"812","69","306","0","0","2024-08-19 16:11:18",,"2024-08-19 16:11:18"
"813","69","306","0","0","2024-08-19 16:11:18",,"2024-08-19 16:11:18"
"814","69","307","0","0","2024-08-20 17:20:30",,"2024-08-20 17:20:30"
"815","69","307","0","0","2024-08-20 17:20:30",,"2024-08-20 17:20:30"
"816","69","307","0","0","2024-08-20 17:20:30",,"2024-08-20 17:20:30"
"817","69","307","0","0","2024-08-20 17:20:30",,"2024-08-20 17:20:30"
"818","69","307","0","0","2024-08-20 17:20:30",,"2024-08-20 17:20:30"
"819","69","307","0","0","2024-08-20 17:20:30",,"2024-08-20 17:20:30"
"820","0","308","0","0","2024-08-21 15:33:41",,"2024-08-21 15:33:41"
"821","149","309","0","0","2024-08-21 16:26:26",,"2024-08-21 16:26:26"
"822","149","309","0","0","2024-08-21 16:26:26",,"2024-08-21 16:26:26"
"823","149","309","0","0","2024-08-21 16:26:26",,"2024-08-21 16:26:26"
"824","149","309","0","0","2024-08-21 16:26:26",,"2024-08-21 16:26:26"
"825","149","309","0","0","2024-08-21 16:26:26",,"2024-08-21 16:26:26"
"826","149","309","0","0","2024-08-21 16:26:26",,"2024-08-21 16:26:26"
"827","146","310","0","0","2024-08-21 17:16:15",,"2024-08-21 17:16:15"
"828","146","310","0","0","2024-08-21 17:16:15",,"2024-08-21 17:16:15"
"829","146","310","0","0","2024-08-21 17:16:15",,"2024-08-21 17:16:15"
"830","146","311","0","0","2024-08-21 17:18:07",,"2024-08-21 17:18:07"
"831","146","311","0","0","2024-08-21 17:18:07",,"2024-08-21 17:18:07"
"832","146","311","0","0","2024-08-21 17:18:07",,"2024-08-21 17:18:07"
"833","146","311","0","0","2024-08-21 17:18:07",,"2024-08-21 17:18:07"
"834","146","311","0","0","2024-08-21 17:18:07",,"2024-08-21 17:18:07"
"835","69","312","0","0","2024-08-27 12:38:14",,"2024-08-27 12:38:14"
"836","69","312","0","0","2024-08-27 12:38:14",,"2024-08-27 12:38:14"
"837","142","313","0","0","2024-08-28 17:52:33",,"2024-08-28 17:52:33"
"838","142","313","0","0","2024-08-28 17:52:33",,"2024-08-28 17:52:33"
"839","142","313","0","0","2024-08-28 17:52:33",,"2024-08-28 17:52:33"
"840","142","313","0","0","2024-08-28 17:52:33",,"2024-08-28 17:52:33"
"841","142","313","0","0","2024-08-28 17:52:33",,"2024-08-28 17:52:33"
"842","0","314","0","0","2024-08-29 11:05:50",,"2024-08-29 11:05:50"
"843","0","314","0","0","2024-08-29 11:05:50",,"2024-08-29 11:05:50"
"844","0","314","0","0","2024-08-29 11:05:50",,"2024-08-29 11:05:50"
"845","73","315","0","0","2024-08-29 16:13:41",,"2024-08-29 16:13:41"
"846","73","315","0","0","2024-08-29 16:13:41",,"2024-08-29 16:13:41"
"847","73","315","0","0","2024-08-29 16:13:41",,"2024-08-29 16:13:41"
"848","73","315","0","0","2024-08-29 16:13:41",,"2024-08-29 16:13:41"
"849","73","315","0","0","2024-08-29 16:13:41",,"2024-08-29 16:13:41"
"850","73","315","0","0","2024-08-29 16:13:41",,"2024-08-29 16:13:41"
"851","73","315","0","0","2024-08-29 16:13:41",,"2024-08-29 16:13:41"
"852","73","315","0","0","2024-08-29 16:13:41",,"2024-08-29 16:13:41"
"853","114","316","0","0","2024-08-29 17:24:44",,"2024-08-29 17:24:44"
"854","114","316","0","0","2024-08-29 17:24:44",,"2024-08-29 17:24:44"
"855","114","316","0","0","2024-08-29 17:24:44",,"2024-08-29 17:24:44"
"856","0","317","0","0","2024-08-30 12:46:32",,"2024-08-30 12:46:32"
"857","0","317","0","0","2024-08-30 12:46:32",,"2024-08-30 12:46:32"
"858","0","317","0","0","2024-08-30 12:46:32",,"2024-08-30 12:46:32"
"859","0","317","0","0","2024-08-30 12:46:32",,"2024-08-30 12:46:32"
"860","151","318","0","0","2024-08-30 17:27:11",,"2024-08-30 17:27:11"
"861","151","318","0","0","2024-08-30 17:27:11",,"2024-08-30 17:27:11"
"862","0","319","0","0","2024-09-02 13:31:20",,"2024-09-02 13:31:20"
"863","0","319","0","0","2024-09-02 13:31:20",,"2024-09-02 13:31:20"
"864","154","320","0","0","2024-09-04 11:22:59",,"2024-09-04 11:22:59"
"865","154","320","0","0","2024-09-04 11:22:59",,"2024-09-04 11:22:59"
"866","114","321","0","0","2024-09-04 16:41:33",,"2024-09-04 16:41:33"
"867","114","321","0","0","2024-09-04 16:41:33",,"2024-09-04 16:41:33"
"868","114","321","0","0","2024-09-04 16:41:33",,"2024-09-04 16:41:33"
"869","114","321","0","0","2024-09-04 16:41:33",,"2024-09-04 16:41:33"
"870","153","322","0","0","2024-09-06 13:50:35",,"2024-09-06 13:50:35"
"871","155","323","0","0","2024-09-10 11:07:35",,"2024-09-10 11:07:35"
"872","155","323","0","0","2024-09-10 11:07:35",,"2024-09-10 11:07:35"
"873","155","323","0","0","2024-09-10 11:07:35",,"2024-09-10 11:07:35"
"874","155","323","0","0","2024-09-10 11:07:35",,"2024-09-10 11:07:35"
"875","155","323","0","0","2024-09-10 11:07:35",,"2024-09-10 11:07:35"
"876","155","323","0","0","2024-09-10 11:07:35",,"2024-09-10 11:07:35"
"877","155","323","0","0","2024-09-10 11:07:35",,"2024-09-10 11:07:35"
"878","155","323","0","0","2024-09-10 11:07:35",,"2024-09-10 11:07:35"
"879","155","323","0","0","2024-09-10 11:07:35",,"2024-09-10 11:07:35"
"880","155","323","0","0","2024-09-10 11:07:35",,"2024-09-10 11:07:35"
"881","155","323","0","0","2024-09-10 11:07:35",,"2024-09-10 11:07:35"
"882","137","324","0","0","2024-09-23 10:05:36",,"2024-09-23 10:05:36"
"883","137","324","0","0","2024-09-23 10:05:36",,"2024-09-23 10:05:36"
"884","137","324","0","0","2024-09-23 10:05:36",,"2024-09-23 10:05:36"
"885","137","324","0","0","2024-09-23 10:05:36",,"2024-09-23 10:05:36"
"886","137","324","0","0","2024-09-23 10:05:36",,"2024-09-23 10:05:36"
"887","137","324","0","0","2024-09-23 10:05:36",,"2024-09-23 10:05:36"
"888","137","324","0","0","2024-09-23 10:05:36",,"2024-09-23 10:05:36"
"889","137","324","0","0","2024-09-23 10:05:36",,"2024-09-23 10:05:36"
"890","137","324","0","0","2024-09-23 10:05:36",,"2024-09-23 10:05:36"
"891","137","324","0","0","2024-09-23 10:05:36",,"2024-09-23 10:05:36"
"892","137","324","0","0","2024-09-23 10:05:36",,"2024-09-23 10:05:36"
"893","114","325","0","0","2024-09-23 10:07:48",,"2024-09-23 10:07:48"
"894","114","325","0","0","2024-09-23 10:07:48",,"2024-09-23 10:07:48"
"895","156","326","0","0","2024-09-23 10:14:09",,"2024-09-23 10:14:09"
"896","156","326","0","0","2024-09-23 10:14:09",,"2024-09-23 10:14:09"
"897","156","326","0","0","2024-09-23 10:14:09",,"2024-09-23 10:14:09"
"898","156","326","0","0","2024-09-23 10:14:09",,"2024-09-23 10:14:09"
"899","156","326","0","0","2024-09-23 10:14:09",,"2024-09-23 10:14:09"
"900","156","326","0","0","2024-09-23 10:14:09",,"2024-09-23 10:14:09"
"901","156","326","0","0","2024-09-23 10:14:09",,"2024-09-23 10:14:09"
"902","156","326","0","0","2024-09-23 10:14:09",,"2024-09-23 10:14:09"
"903","156","326","0","0","2024-09-23 10:14:09",,"2024-09-23 10:14:09"
"904","156","326","0","0","2024-09-23 10:14:09",,"2024-09-23 10:14:09"
"905","156","326","0","0","2024-09-23 10:14:09",,"2024-09-23 10:14:09"
"906","157","327","0","0","2024-09-23 10:55:43",,"2024-09-23 10:55:43"
"907","157","327","0","0","2024-09-23 10:55:43",,"2024-09-23 10:55:43"
"908","157","327","0","0","2024-09-23 10:55:43",,"2024-09-23 10:55:43"
"909","157","327","0","0","2024-09-23 10:55:43",,"2024-09-23 10:55:43"
"910","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"911","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"912","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"913","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"914","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"915","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"916","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"917","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"918","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"919","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"920","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"921","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"922","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"923","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"924","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"925","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"926","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"927","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"928","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"929","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"930","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"931","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"932","114","328","0","0","2024-09-23 11:49:25",,"2024-09-23 11:49:25"
"933","148","329","0","0","2024-09-23 12:09:56",,"2024-09-23 12:09:56"
"934","148","329","0","0","2024-09-23 12:09:56",,"2024-09-23 12:09:56"
"935","148","329","0","0","2024-09-23 12:09:56",,"2024-09-23 12:09:56"
"936","148","329","0","0","2024-09-23 12:09:56",,"2024-09-23 12:09:56"
"937","148","329","0","0","2024-09-23 12:09:56",,"2024-09-23 12:09:56"
"938","148","329","0","0","2024-09-23 12:09:56",,"2024-09-23 12:09:56"
"939","148","329","0","0","2024-09-23 12:09:56",,"2024-09-23 12:09:56"
"940","148","329","0","0","2024-09-23 12:09:56",,"2024-09-23 12:09:56"
"941","148","329","0","0","2024-09-23 12:09:56",,"2024-09-23 12:09:56"
"942","148","329","0","0","2024-09-23 12:09:56",,"2024-09-23 12:09:56"
"943","148","329","0","0","2024-09-23 12:09:56",,"2024-09-23 12:09:56"
"944","148","329","0","0","2024-09-23 12:09:56",,"2024-09-23 12:09:56"
"945","148","329","0","0","2024-09-23 12:09:56",,"2024-09-23 12:09:56"
"946","148","329","0","0","2024-09-23 12:09:56",,"2024-09-23 12:09:56"
"947","148","329","0","0","2024-09-23 12:09:56",,"2024-09-23 12:09:56"
"948","132","330","0","0","2024-09-24 15:30:59",,"2024-09-24 15:30:59"
"949","132","330","0","0","2024-09-24 15:30:59",,"2024-09-24 15:30:59"
"950","142","331","0","0","2024-09-26 14:52:27",,"2024-09-26 14:52:27"
"951","142","331","0","0","2024-09-26 14:52:27",,"2024-09-26 14:52:27"
"952","142","331","0","0","2024-09-26 14:52:27",,"2024-09-26 14:52:27"
"953","142","331","0","0","2024-09-26 14:52:27",,"2024-09-26 14:52:27"
"954","142","331","0","0","2024-09-26 14:52:27",,"2024-09-26 14:52:27"
"955","142","331","0","0","2024-09-26 14:52:27",,"2024-09-26 14:52:27"
"956","142","331","0","0","2024-09-26 14:52:27",,"2024-09-26 14:52:27"
"957","142","331","0","0","2024-09-26 14:52:27",,"2024-09-26 14:52:27"
"958","142","331","0","0","2024-09-26 14:52:27",,"2024-09-26 14:52:27"
"959","142","331","0","0","2024-09-26 14:52:27",,"2024-09-26 14:52:27"
"960","87","332","0","0","2024-09-26 16:32:16",,"2024-09-26 16:32:16"
"961","87","332","0","0","2024-09-26 16:32:16",,"2024-09-26 16:32:16"
"962","87","332","0","0","2024-09-26 16:32:16",,"2024-09-26 16:32:16"
"963","87","332","0","0","2024-09-26 16:32:16",,"2024-09-26 16:32:16"
"964","87","332","0","0","2024-09-26 16:32:16",,"2024-09-26 16:32:16"
"965","87","332","0","0","2024-09-26 16:32:16",,"2024-09-26 16:32:16"
"966","122","333","0","0","2024-09-27 14:58:51",,"2024-09-27 14:58:51"
"967","122","333","0","0","2024-09-27 14:58:51",,"2024-09-27 14:58:51"
"968","122","333","0","0","2024-09-27 14:58:51",,"2024-09-27 14:58:51"
"969","114","334","0","0","2024-09-28 14:34:44",,"2024-09-28 14:34:44"
"970","114","334","0","0","2024-09-28 14:34:44",,"2024-09-28 14:34:44"
"971","114","334","0","0","2024-09-28 14:34:44",,"2024-09-28 14:34:44"
"972","114","334","0","0","2024-09-28 14:34:44",,"2024-09-28 14:34:44"
"973","114","334","0","0","2024-09-28 14:34:44",,"2024-09-28 14:34:44"
"974","151","335","0","0","2024-09-30 14:42:06",,"2024-09-30 14:42:06"
"975","0","336","0","0","2024-10-02 16:12:58",,"2024-10-02 16:12:58"
"976","0","336","0","0","2024-10-02 16:12:58",,"2024-10-02 16:12:58"
"977","0","336","0","0","2024-10-02 16:12:58",,"2024-10-02 16:12:58"
"978","0","336","0","0","2024-10-02 16:12:58",,"2024-10-02 16:12:58"
"979","0","336","0","0","2024-10-02 16:12:58",,"2024-10-02 16:12:58"
"980","0","336","0","0","2024-10-02 16:12:58",,"2024-10-02 16:12:58"
"981","0","336","0","0","2024-10-02 16:12:58",,"2024-10-02 16:12:58"
"982","0","336","0","0","2024-10-02 16:12:58",,"2024-10-02 16:12:58"
"983","0","336","0","0","2024-10-02 16:12:58",,"2024-10-02 16:12:58"
"984","0","336","0","0","2024-10-02 16:12:58",,"2024-10-02 16:12:58"
"985","0","336","0","0","2024-10-02 16:12:58",,"2024-10-02 16:12:58"
"986","151","337","0","0","2024-10-08 09:52:16",,"2024-10-08 09:52:16"
"987","151","337","0","0","2024-10-08 09:52:16",,"2024-10-08 09:52:16"
"988","151","337","0","0","2024-10-08 09:52:16",,"2024-10-08 09:52:16"
"989","151","337","0","0","2024-10-08 09:52:16",,"2024-10-08 09:52:16"
"990","151","337","0","0","2024-10-08 09:52:16",,"2024-10-08 09:52:16"
"991","151","337","0","0","2024-10-08 09:52:16",,"2024-10-08 09:52:16"
"992","151","337","0","0","2024-10-08 09:52:16",,"2024-10-08 09:52:16"
"993","123","338","0","0","2024-10-08 12:38:15",,"2024-10-08 12:38:15"
"994","123","338","0","0","2024-10-08 12:38:15",,"2024-10-08 12:38:15"
"995","123","338","0","0","2024-10-08 12:38:15",,"2024-10-08 12:38:15"
"996","123","339","0","0","2024-10-08 14:18:07",,"2024-10-08 14:18:07"
"997","123","339","0","0","2024-10-08 14:18:07",,"2024-10-08 14:18:07"
"998","123","339","0","0","2024-10-08 14:18:07",,"2024-10-08 14:18:07"
"999","123","339","0","0","2024-10-08 14:18:07",,"2024-10-08 14:18:07"
"1000","123","339","0","0","2024-10-08 14:18:07",,"2024-10-08 14:18:07"
"1001","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1002","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1003","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1004","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1005","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1006","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1007","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1008","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1009","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1010","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1011","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1012","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1013","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1014","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1015","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1016","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1017","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1018","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1019","123","340","0","0","2024-10-10 14:19:59",,"2024-10-10 14:19:59"
"1020","114","341","0","0","2024-10-10 17:17:33",,"2024-10-10 17:17:33"
"1021","114","341","0","0","2024-10-10 17:17:33",,"2024-10-10 17:17:33"
"1022","114","341","0","0","2024-10-10 17:17:33",,"2024-10-10 17:17:33"
"1023","73","342","0","0","2024-10-11 17:55:48",,"2024-10-11 17:55:48"
"1024","73","342","0","0","2024-10-11 17:55:48",,"2024-10-11 17:55:48"
"1025","73","342","0","0","2024-10-11 17:55:48",,"2024-10-11 17:55:48"
"1026","73","342","0","0","2024-10-11 17:55:48",,"2024-10-11 17:55:48"
"1027","73","342","0","0","2024-10-11 17:55:48",,"2024-10-11 17:55:48"
"1028","73","342","0","0","2024-10-11 17:55:48",,"2024-10-11 17:55:48"
"1029","63","343","0","0","2024-10-12 16:26:22",,"2024-10-12 16:26:22"
"1030","63","343","0","0","2024-10-12 16:26:22",,"2024-10-12 16:26:22"
"1031","118","344","0","0","2024-10-14 16:14:50",,"2024-10-14 16:14:50"
"1032","118","344","0","0","2024-10-14 16:14:50",,"2024-10-14 16:14:50"
"1033","118","344","0","0","2024-10-14 16:14:50",,"2024-10-14 16:14:50"
"1034","118","344","0","0","2024-10-14 16:14:50",,"2024-10-14 16:14:50"
"1035","118","344","0","0","2024-10-14 16:14:50",,"2024-10-14 16:14:50"
"1036","160","345","0","0","2024-10-15 14:46:18",,"2024-10-15 14:46:18"
"1037","160","345","0","0","2024-10-15 14:46:18",,"2024-10-15 14:46:18"
"1038","160","345","0","0","2024-10-15 14:46:18",,"2024-10-15 14:46:18"
"1039","160","345","0","0","2024-10-15 14:46:18",,"2024-10-15 14:46:18"
"1040","160","345","0","0","2024-10-15 14:46:18",,"2024-10-15 14:46:18"
"1041","160","345","0","0","2024-10-15 14:46:18",,"2024-10-15 14:46:18"
"1042","160","345","0","0","2024-10-15 14:46:18",,"2024-10-15 14:46:18"
"1043","160","345","0","0","2024-10-15 14:46:18",,"2024-10-15 14:46:18"
"1044","160","345","0","0","2024-10-15 14:46:18",,"2024-10-15 14:46:18"
"1045","160","345","0","0","2024-10-15 14:46:18",,"2024-10-15 14:46:18"
